,level_0,index,channelId,channelTitle,categoryId,title,videoId,publishedAt,viewCount,likeCount,dislikeCount,commentCount,tags,channelVideoId,datePublished,todayDate,daysPublished,averageViewCount,positiveRating,negativeRating,engagementRating
140,20,10,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,REVEALING MY NEW LAS VEGAS HOME TOUR | LEAVING CALIFORNIA,Tu7VtSMvNJU,2020-10-14T22:30:01Z,1259713,70570,1378,10094,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101']",Graham Stephan 20,2020-10-14,2021-02-28,137,9195.0,5.6,0.11,0.8
141,21,9,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,Why I&#39;m Leaving California,CYUDZGwUzXE,2020-10-09T22:30:00Z,2027189,166602,6491,31011,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101']",Graham Stephan 21,2020-10-09,2021-02-28,142,14276.0,8.22,0.32,1.53
142,22,43,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,My thoughts on money and relationships,I0tBAxhcisQ,2020-09-28T22:30:00Z,383878,37074,442,3998,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101']",Graham Stephan 22,2020-09-28,2021-02-28,153,2509.0,9.66,0.12,1.04
143,23,22,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,Kevin O’Leary Reacts To My $10 Million Dollar Investment | Shark Tank,u1rXNTbFm-s,2020-09-23T22:30:03Z,2137627,158517,1742,10179,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101', 'kevin oleary', 'shark tank', 'millennial money']",Graham Stephan 23,2020-09-23,2021-02-28,158,13529.0,7.42,0.08,0.48
144,24,25,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,The 5 BEST Index Funds That Will Make You RICH,vCdTLteTPtM,2020-09-16T22:30:04Z,867898,76404,1062,5341,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101']",Graham Stephan 24,2020-09-16,2021-02-28,165,5260.0,8.8,0.12,0.62
145,25,3,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,6 Millionaire Habits I Wish I Knew At 20,Bzwk7f9Ic44,2020-08-24T21:30:01Z,729497,91858,618,4106,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101']",Graham Stephan 25,2020-08-24,2021-02-28,188,3880.0,12.59,0.08,0.56
146,26,16,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,How To Retire by 30 Years Old | Starting with $0,5S2cRNveZgg,2020-07-24T22:30:00Z,644919,48656,829,4312,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'robinhood app', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit score', 'credit score explained', 'credit card', 'credit cards for beginners', 'passive income', 'how to build wealth', 'how to build wealth in your 20s', 'real estate 101']",Graham Stephan 26,2020-07-24,2021-02-28,219,2945.0,7.54,0.13,0.67
147,27,5,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,Confronting Pokimane | Inside The Million Dollar Empire,wvl05CQKkY0,2020-07-23T00:00:32Z,1064554,121085,1942,8765,"['investing', 'investing for beginners', 'investing in your 20s', 'how to invest', 'how to invest in real estate', 'how to invest in stocks', 'stock market investing', 'stock market investing for beginners', 'stock options', 'robinhood', 'best stock trading app', 'how to be a millionaire', 'how to be a millionaire in 3 years', 'credit card', 'credit cards for beginners', 'how to build wealth', 'how to build wealth in your 20s', 'Pokimane', 'pokimane reacts', 'pokimane investing', 'pokimane twitch', 'pokimane stream']",Graham Stephan 27,2020-07-23,2021-02-28,220,4839.0,11.37,0.18,0.82
148,28,18,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,10 Things To Buy That Make Money ASAP,sgqPZPRazWQ,2020-01-24T23:30:02Z,815073,41389,1099,3228,"['10 things to buy that make money', 'how to invest', 'how to invest in stocks', 'how to invest in real estate', 'stock market investing', 'stock market investing for beginners', 'real estate investing for beginners', 'how to invest in your 20s', 'investing in your 20s', 'how to build wealth', 'how to save money', 'how to save money fast', 'credit score', 'credit score explained', 'robinhood', 'robinhood app', 'stock trading app', 'passive income', 'real estate 101', 'how to make money fast']",Graham Stephan 28,2020-01-24,2021-02-28,401,2033.0,5.08,0.13,0.4
149,29,13,UCV6KDgJskWaEckne5aPA0aQ,Graham Stephan,27,8 Daily Habits That Changed My Life,XgRfM3X_o58,2020-01-06T23:30:01Z,924104,63873,743,2482,"['daily habits', 'rich people habits', 'rich vs poor', 'millionaire habits', 'daily millionaire habits', 'best daily habits', 'morning routine', 'millionaire morning routine', 'how to be a millionaire', 'how i became a millionaire', 'how to build wealth', 'how to invest', 'how to invest in stocks', 'how to invest in real estate', 'real estate investing', 'investing in stocks', 'stock market investing', 'passive income', 'passive income ideas', 'credit score', 'credit score explained', 'robinhood', 'robinhood app']",Graham Stephan 29,2020-01-06,2021-02-28,419,2205.0,6.91,0.08,0.27
